Ardent 1,CO
Ardent 2,CA
Ardent3,VA
Ardent4,AL
Ardent5,CA
Ardent6,MN
Ardent7,NE
Ardent8,PA
Ardent9,OR
Ardent10,CA
Ardent11,UT
Ardent12,CO
Ardent13,ND
Ardent14,TX
Ardent15,TX
Ardent16,TX
Ardent17,KS
Ardent18,KS
Ardent19,NE
Ardent20,NE
Ardent21,MN
Ardent22,MN
Ardent23,MN
Ardent24,MN
Ardent25,LA
Ardent26,IL
Ardent27,IL
Ardent28,WI
Ardent29,TN
Ardent30,OH
Ardent31,OH
Ardent32,PA
Ardent33,PA
Ardent34,PA
Ardent35,NY
Ardent36,MA
Ardent37,GA
Ardent38,OR
