DC1,3428
DC2,3000
DC3,3857
DC4,2999
DC5,2143
DC6,4071
DC7,4071
DC8,3429
DC9,3428
DC10,2956
DC11,3000
DC12,3000
DC13,2571
DC14,2608
DC15,3502
DC16,3000
