DC1,400000
DC2,350000
DC3,450000
DC4,350000
DC5,250000
DC6,475000
DC7,475000
DC8,400000
DC9,400000
DC10,345000
DC11,350000
DC12,350000
DC13,300000
DC14,475000
DC15,500000
DC16,350000
