4171484,172.016977
4171636,99.98357065
4169475,138.4627601
4167183,204.9468784
4169558,192.6577218
4169988,129.6259584
4170665,93.44030668
4169202,192.236035
4169473,170.6544359
4167780,127.0279299
4167688,141.6752464
4168600,221.713034
4169017,141.2294633
4169505,109.3707558
4169294,118.6286966
4170096,158.1571742
4171136,156.8176342
4170888,157.4545455
4170859,260.3362541
4170772,199.4665936
4171390,182.1845564
4166779,139.5186199
4167295,208.5010953
4167870,234.5750274
4167829,145.337897
4167763,135.6571742
4168017,132.9140197
4168011,228.2404162
4168115,172.6456736
4168286,163.162103
4168153,193.5492881
4168142,126.4868565
4168744,153.0991238
4168649,179.6681271
4168646,118.7332968
4168605,161.2853231
4168815,187.8433735
4168931,129.643483
4168899,124.456736
4169586,179.2420591
4169518,109.1730559
4169511,146.8203724
4169869,133.9134721
4169746,181.271632
4169721,175
4169979,149.9145674
4169965,186.2929901
4169893,131.1829135
4170399,134.4331873
4170945,196.9731654
4170878,383.4693319
4170848,194.9014239
4170840,119.6900329
4170807,115.1922234
4170778,199.8444688
4171374,137.1078861
4167539,166.0640745
4167274,237.7239869
4167261,294.6429354
4167254,243.0542169
4167134,161.8833516
4167506,187.822563
4167871,202.1254107
4167592,137.4950712
4168004,162.6495071
4167926,216.2059146
4167889,253.6938664
4168123,120.1232202
4168240,172.6993428
4168259,206.5317634
4168348,162.2552026
4168308,194.8138007
4168085,127.5010953
4168386,128.1352683
4168475,175.5043812
4168645,167.5750274
4168618,141.4107338
4168609,266.2935378
4168586,244.6533406
4168841,190.8817087
4169006,160.2223439
4168915,214.2152245
4168893,222.220701
4169122,139.3400876
4169105,171.1571742
4169094,169.9934283
4169052,123.2667032
4169575,265.6297919
4169559,96.02573932
4169551,154.0635268
4169527,198.2907996
4169831,218.8745893
4169713,199.4775465
4169416,181.1971522
4169398,140.6226725
4169381,201.8745893
4169895,211.3461117
4170222,243.6560789
4170414,163.1089814
4170413,158.9769989
4170400,135.2250821
4171079,179.2552026
4170948,126.1467689
4170937,102.3274918
4170861,178.128149
4170705,136.5038335
4171290,182.9665936
4171219,207.9123768
4171204,110.8636364
4171423,164.0131435
4171645,117.0815991
4171644,128.024644
4166736,149.1325301
4166798,167.6046002
4166796,166.9271632
4167278,248.5021906
4167098,261.7179628
4167029,131.6801752
4167365,139.5744797
4166969,191.9008762
4167497,189.9238773
4167480,174.9939759
4167839,177.2168675
4167743,179.736035
4167691,182.7119387
4167680,154.2677985
4168040,255.1407448
4168179,204.5728368
4168163,194.0268346
4168143,202.4468784
4168315,209.7606791
4168295,173.7119387
4168290,161.0739321
4168090,105.2371303
4168387,165.6182913
4168426,175
4168473,124.7338445
4168779,194.7579409
4168773,144.3806134
4168608,144.803943
4168590,95.43537788
4168851,119.8368018
4168825,182.279299
4168990,147.2491785
4168933,124.3083242
4169604,221.601862
4169594,232.7667032
4169569,206.8231106
4169556,115.3088719
4169546,114.7250821
4169522,235.6040526
4169508,139.9759036
4169502,290.3674699
4169640,123.7929901
4169625,234.9863089
4169834,124.9698795
4169418,118.186747
4169402,136.8127054
4169224,135.6013143
4170085,190.9928806
4170071,192.0799562
4170098,146.2979189
4170004,112.7535597
4170330,166.9299014
4170326,153.1292442
4170322,146.7338445
4170225,175.3636364
4170410,159.6785323
4170469,162.5219058
4170448,151.9408543
4170635,185.4627601
4170617,144.475356
4170573,130.0733844
4171109,149.8970427
4171097,137.2864184
4171077,173.483023
4171063,194.8685652
4171031,170.7864184
4171008,241.6818182
4171007,184.2683461
4170952,139.6122673
4170896,167.6084337
4170920,199.9047097
4170871,117.6462212
4170796,178.1796276
4170748,255.1215772
4170708,113
4170707,128.0054765
4170689,170.8198248
4170676,108.4978094
4170674,131.7595838
4171339,104.9189485
4171327,270.5213582
4171300,267.381161
4171284,151.0766703
4171285,150.6648412
4171276,124.5268346
4171273,159.2508215
4171232,131.3740416
4171482,147.211391
4171443,180.2875137
4171416,179.3400876
4171610,114.4950712
4171550,249.9452355
4171508,133.4928806
4168794,112.6161008
4169205,234.2212486
4169467,138.662103
4169463,177.6210296
4170519,133.1807229
4166717,128.3723987
4166853,178.720701
4167370,289.9156627
4167073,225.9090909
4167366,139.7634173
4166960,228.1746988
4166932,217.5520263
4166913,153.2557503
4167406,254.2864184
4167388,156.8806134
4167485,125.456736
4167866,167.2223439
4167855,181.1834611
4167793,119.2015334
4167782,101.3253012
4167695,194.9813801
4167878,170.8537788
4167600,186.3997809
4167593,148.7683461
4167874,166.5887185
4168003,192.5295728
4167965,237.3806134
4168246,314.7875137
4168238,116.5147864
4168234,140.6516977
4168223,248.128149
4168222,231.7732749
4168192,174.7562979
4168189,161.966046
4168188,103.5125958
4168187,104.262322
4168160,213.0355969
4168138,170.0947426
4168363,132.3274918
4168356,88.0230011
4168082,181.4786418
4168072,125.6369113
4168456,237.5969332
4168410,138.558598
4168689,155.3849945
4168656,131.0684556
4168647,104.2738226
4168619,155.6051479
4168610,161.3795181
4168607,264.5273823
4168881,149.9331873
4168838,217.1117196
4168837,202.1938664
4168824,208.3466594
4168948,182.0974808
4168921,170.932092
4168912,181.060241
4169135,180.2579409
4169093,194.8833516
4169035,140.7749179
4169609,157.6002191
4169581,220.9129244
4169577,190.4200438
4169617,182.1506024
4169574,102.8630887
4169566,207.9934283
4169851,266.9682366
4169791,181.7552026
4169786,139.424425
4169762,275.2102957
4169744,224.3296824
4169718,140.6566265
4169401,216.5930997
4169385,158.5591457
4169383,95.63253012
4169243,130.9594743
4170073,95.24370208
4170036,215.3587076
4170003,135.1489595
4169991,115.4874042
4169990,125.2667032
4169982,168.8778751
4169942,206.2311062
4170092,157.3340635
4170116,183.6593647
4170110,146.4359255
4170308,105.8975904
4170303,150.2595838
4170259,121.0366922
4170491,161.4857612
4170493,142.8236583
4170427,122.9424973
4170624,156.2081051
4171024,138.7497262
4170998,443.253012
4170999,258.5065717
4170995,221.4550931
4170938,101.8033954
4170903,170.0142388
4170855,199.541621
4170853,141.271632
4170829,241.6166484
4170827,262.3926616
4170818,262.0859803
4170814,134.5859803
4170809,150.0054765
4170721,140.7568456
4170697,172.7409639
4171177,211.6982475
4171324,114.1418401
4171321,214.8510405
4171309,167.5323111
4171367,123.2595838
4171209,286.6171961
4171350,178.9375685
4171454,230.4003286
4171403,207.8012048
4171586,141.8899233
4171539,179.0520263
4171583,115.0115005
4171513,184.17908
4171510,147.5832421
4171509,199.0952903
4167531,166.0722892
4169449,124.5651698
4169476,183.9047097
4169470,204.4129244
4171388,141.1407448
4166851,149.9457831
4166832,141.9622125
4166826,204.8937568
4166816,202.5564074
4167327,167.9802848
4167323,231.2278204
4167280,187.303943
