4171484,45.5870631,-122.3995363
4171636,38.0528884,-81.1039911
4169475,43.1339545,-70.9264393
4167183,36.3091807,-119.7808087
4169558,40.3016375,-74.7361013
4169988,40.6469982,-83.6096516
4170665,35.0489781,-89.1870119
4169202,45.677778,-111.047222
4169473,42.933692,-72.2781409
4167780,28.3514986,-82.6579412
4167688,26.818333,-80.063611
4168600,42.5094035,-70.8960686
4169017,38.4500517,-91.0084762
4169505,40.6939887,-75.1110317
4169294,36.524793,-76.1783247
4170096,39.3150592,-84.2207697
4171136,31.7733721,-106.4866062
4170888,30.5426995,-97.5466702
4170859,27.5883203,-99.4876115
4170772,29.5659708,-95.7734266
4171390,46.6140435,-120.4454218
4166779,33.6599983,-93.5901551
4167295,32.6400541,-117.0841955
4167870,28.676111,-81.510556
4167829,28.3647248,-82.1959178
4167763,30.3733659,-81.6484353
4168017,31.3060513,-82.2420661
4168011,34.1040621,-84.0027912
4168115,46.732387,-117.000165
4168286,42.4772418,-88.0956396
4168153,42.0264441,-87.7408875
4168142,37.8985966,-88.9233622
4168744,38.940564,-76.5629398
4168649,42.6186994,-70.6811613
4168646,42.0170357,-70.8480177
4168605,42.5145882,-71.1052811
4168815,42.240872,-83.2696509
4168931,45.5102135,-92.9931054
4168899,44.8492593,-93.7807208
4169586,40.7564795,-74.2208673
4169518,40.5695474,-74.6329363
4169511,40.4613369,-74.358174
4169869,40.6956692,-73.3256983
4169746,40.8256561,-73.6981858
4169721,42.5229215,-77.6967376
4169979,41.7716696,-81.0471455
4169965,39.1753377,-84.2943821
4169893,39.9403453,-82.0131924
4170399,41.7036711,-71.5215024
4170945,33.091788,-97.0466759
4170878,29.8260177,-95.7510475
4170848,33.1782633,-96.8873219
4170840,33.5691904,-101.8977271
4170807,29.0030239,-95.3318823
4170778,29.5413963,-95.6919591
4171374,38.1356241,-78.4413881
4167539,38.5915023,-75.2913018
4167274,33.8169599,-118.0372852
4167261,32.7947731,-116.9625269
4167254,33.0369867,-117.2919818
4167134,33.5956883,-117.6544918
4167506,41.3517324,-72.0349647
4167871,28.6626293,-81.4114142
4167592,27.7612682,-82.6445791
4168004,34.0112715,-85.2565823
4167926,34.8956611,-85.1739811
4167889,34.1282829,-84.471469
4168123,43.5196288,-114.3153245
4168240,41.8703314,-87.6235742
4168259,41.9909198,-87.7024817
4168348,40.2794809,-86.5108355
4168308,37.9444882,-87.4052865
4168085,40.4044731,-91.3963966
4168386,38.9681272,-94.6489858
4168475,37.8092279,-85.4669025
4168645,42.7827019,-71.0824377
4168618,42.7982871,-70.8749258
4168609,41.8804637,-70.645473
4168586,41.9033893,-71.1008691
4168841,43.6155825,-84.2472116
4169006,45.304023,-93.4417499
4168915,45.0214845,-93.1652832
4168893,44.915423,-92.9475662
4169122,37.9231069,-90.5554039
4169105,37.7808846,-90.4217895
4169094,38.409279,-90.452099
4169052,38.3475584,-90.9834027
4169575,40.224382,-74.299051
4169559,40.014561,-74.3112574
4169551,40.282353,-74.346565
4169527,40.8686545,-74.1346939
4169831,42.8672518,-73.7728392
4169713,41.6148502,-73.8946996
4169416,35.732652,-78.8502856
4169398,35.921594,-79.130936
4169381,35.650711,-78.4563914
4169895,40.0931191,-83.017962
4170222,39.9606643,-75.6054882
4170414,41.5061317,-71.3011445
4170413,41.633172,-71.469955
4170400,41.7039863,-71.5308907
4171079,30.3081307,-97.681943
4170948,32.1532156,-94.7993802
4170937,29.7955652,-95.4853151
4170861,29.0338575,-95.4343859
4170705,31.0613449,-97.3725621
4171290,38.9181671,-78.1944446
4171219,39.0065292,-77.3981483
4171204,38.7282033,-77.7935956
4171423,48.50389,-122.23611
4171645,44.2877722,-105.5110052
4171644,41.5285757,-109.4662461
4166736,34.1733801,-86.8538916
4166798,32.6926512,-114.6276916
4166796,32.7142738,-114.6288681
4167278,33.6834142,-117.9073244
4167098,34.0812439,-117.619814
4167029,38.5500434,-121.4599012
4167365,34.4016002,-119.7206758
4166969,34.412614,-119.085921
4167497,41.4894408,-73.05639
4167480,41.5475082,-73.0177208
4167839,28.468773,-80.7979821
4167743,28.1301078,-81.9735137
4167691,30.5168639,-86.482172
4167680,28.0341847,-82.6650992
4168040,34.0704366,-84.6591702
4168179,42.2422174,-88.0040983
4168163,39.942065,-91.395169
4168143,41.9146112,-88.2042989
4168315,41.4828144,-87.3328139
4168295,38.677269,-87.5286325
4168290,39.9508733,-86.261937
4168090,41.5885349,-93.6229123
4168387,38.9647235,-94.7381013
4168426,36.9201174,-87.4872535
4168473,37.8403456,-85.9491298
4168779,39.2494098,-76.6936252
4168773,39.3376354,-76.6373663
4168608,42.2991086,-71.0111463
4168590,42.101483,-72.589811
4168851,47.0979653,-88.5606025
4168825,43.446396,-83.975487
4168990,44.8422533,-93.5509074
4168933,44.4933018,-93.6286055
4169604,40.0876046,-74.1122506
4169594,39.8115033,-74.9829443
4169569,40.5106322,-74.6472522
4169556,40.8614887,-73.9881942
4169546,40.4562164,-74.4432073
4169522,40.3646021,-74.66399
4169508,40.7489277,-74.2609903
4169502,39.9716571,-74.1504455
4169640,35.5280783,-108.7425843
4169625,35.6204185,-106.1345705
4169834,39.9573059,-82.986011
4169418,35.2834941,-78.9169696
4169402,40.9473744,-90.3693505
4169224,35.2557123,-79.3722503
4170085,41.8650534,-80.7898089
4170071,41.3747744,-83.6513229
4170098,41.1575546,-83.4140291
4170004,41.2842224,-81.0964856
4170330,39.8090939,-76.9991824
4170326,40.255136,-76.857682
4170322,40.4956892,-78.0163793
4170225,39.755927,-77.5777692
4170410,41.8813899,-71.3894349
4170469,32.2306364,-80.7325287
4170448,34.2745833,-81.6187178
4170635,35.1933317,-84.8537177
4170617,35.9098211,-84.5872155
4170573,35.1543632,-90.0606637
4171109,32.4065312,-97.2116782
4171097,32.7154646,-97.1152035
4171077,32.8951262,-97.5458565
4171063,31.0560132,-97.464453
4171031,27.8222933,-97.5788975
4171008,32.5896499,-96.8399843
4171007,29.7083968,-95.1236572
4170952,29.9482695,-93.9171155
4170896,29.7183467,-95.4306141
4170920,29.9305879,-95.5984925
4170871,31.1168297,-97.725376
4170796,34.1843597,-101.7288564
4170748,29.5269768,-98.6105703
4170708,29.0388615,-95.6985608
4170707,32.4709519,-100.4059384
4170689,30.1316001,-94.0154541
4170676,29.1438582,-95.6452249
4170674,29.3116366,-96.1027371
4171339,37.1583348,-79.233837
4171327,37.2295733,-80.4139393
4171300,38.8454321,-77.3209555
4171284,38.4294603,-78.8832188
4171285,38.4343192,-78.8486295
4171276,38.665397,-78.4594522
4171273,37.3210145,-79.1897626
